name,variant,category,x,y,cluster
Montserrat Alternates 800italic,800italic,sans-serif,3.38854,8.206871,1
Montserrat Alternates 900,900,sans-serif,-5.2322407,6.845367,5
Montserrat Alternates 900italic,900italic,sans-serif,3.508531,8.216383,1
Overlock regular,regular,display,-1.5645866,8.787381,0
Overlock italic,italic,display,0.5128015,7.69845,2
Overlock 700,700,display,-1.3923244,8.058478,5
Overlock 700italic,700italic,display,0.36698157,7.5725646,2
Overlock 900,900,display,-1.1593027,7.508171,5
Overlock 900italic,900italic,display,-0.08755598,7.1968236,2
Ceviche One regular,regular,display,-0.1296961,6.8199944,4
Nixie One regular,regular,display,-1.416246,-0.7317551,0
Chivo 300,300,sans-serif,-1.3868996,10.930672,0
Chivo 300italic,300italic,sans-serif,1.1925747,9.72475,0
Chivo regular,regular,sans-serif,-3.0709658,10.088877,0
Chivo italic,italic,sans-serif,2.091982,9.081701,5
Chivo 700,700,sans-serif,-4.7156625,7.733738,5
Chivo 700italic,700italic,sans-serif,3.3009715,8.538392,1
Chivo 900,900,sans-serif,-4.845152,6.7381372,5
Chivo 900italic,900italic,sans-serif,3.5161457,8.304032,1
Michroma regular,regular,sans-serif,-0.75084907,9.582115,0
Love Ya Like A Sister regular,regular,display,-3.2322867,-0.05691443,3
Cherry Cream Soda regular,regular,display,-5.01443,8.05656,5
Rufina regular,regular,serif,-2.7757182,-0.8828216,3
Rufina 700,700,serif,-3.8376443,-0.533392,3
Marmelad regular,regular,sans-serif,-1.134146,8.3801155,5
Monoton regular,regular,display,-4.991127,6.510584,5
Fanwood Text regular,regular,serif,-2.5996869,-1.4725121,3
Fanwood Text italic,italic,serif,0.48054597,3.3253348,2
Niconne regular,regular,handwriting,0.80650055,6.4139447,4
Marcellus SC regular,regular,serif,-4.6749845,4.433891,5
Changa 200,200,sans-serif,-3.731331,9.656518,0
Changa 300,300,sans-serif,-3.72913,9.534747,5
Changa regular,regular,sans-serif,-3.8095486,8.414135,5
Changa 500,500,sans-serif,-3.9441898,7.9549775,5
Changa 600,600,sans-serif,-4.0824122,7.583244,5
Changa 700,700,sans-serif,-4.2701235,7.2090077,5
Changa 800,800,sans-serif,-4.4669833,6.997832,5
Aldrich regular,regular,sans-serif,-4.203399,9.244269,5
Freckle Face regular,regular,display,-0.85417366,7.210135,2
Limelight regular,regular,display,-5.2392325,7.1189647,5
Spinnaker regular,regular,sans-serif,-2.7999082,10.11149,0
Parisienne regular,regular,handwriting,0.97285575,6.4126735,4
Jaldi regular,regular,sans-serif,-2.6543756,9.402856,0
Jaldi 700,700,sans-serif,-2.797105,7.987518,5
Fugaz One regular,regular,display,3.5257592,8.575688,1
Marcellus regular,regular,serif,-4.160091,10.830339,0
Telex regular,regular,sans-serif,-3.869388,10.346168,0
Contrail One regular,regular,display,4.123522,10.219365,1
Ruslan Display regular,regular,display,-4.5737042,5.6270766,5
Petit Formal Script regular,regular,handwriting,0.8417926,6.416608,4
Candal regular,regular,sans-serif,-5.2518272,7.1757193,5
Homenaje regular,regular,sans-serif,-2.2104983,7.2181315,1
Cabin Sketch regular,regular,display,-1.1953951,7.5379677,4
Cabin Sketch 700,700,display,-4.1672564,5.8524823,4
Magra regular,regular,sans-serif,-3.0946257,8.487853,5
Magra 700,700,sans-serif,-3.0746126,7.0631256,1
Tauri regular,regular,sans-serif,-3.3902876,8.423001,5
Lustria regular,regular,serif,-2.055903,-0.83958244,3
Carter One regular,regular,display,3.4628584,8.938523,1
Assistant 200,200,sans-serif,-0.46779382,11.912908,0
Assistant 300,300,sans-serif,-1.510919,11.310539,0
Assistant regular,regular,sans-serif,-2.5572693,9.97908,0
Assistant 600,600,sans-serif,-3.1683953,8.843277,5
Assistant 700,700,sans-serif,-3.6009574,7.8676014,5
Assistant 800,800,sans-serif,-3.732617,7.3031163,5
Oranienbaum regular,regular,serif,-2.7784688,-1.1633885,3
Average regular,regular,serif,-2.7918444,-1.5281887,3
Press Start 2P regular,regular,display,-3.0831976,6.6887,1
Marvel regular,regular,sans-serif,-1.9888694,9.853498,0
Marvel italic,italic,sans-serif,2.2903838,9.765733,2
Marvel 700,700,sans-serif,-2.3874512,7.929864,5
Marvel 700italic,700italic,sans-serif,2.8035438,9.938973,1
Grand Hotel regular,regular,handwriting,-0.06605081,6.754024,4
Bubblegum Sans regular,regular,display,-1.2267455,6.76021,2
Carrois Gothic regular,regular,sans-serif,-2.8752022,9.603639,0
Average Sans regular,regular,sans-serif,-2.8469806,9.419913,5
Sue Ellen Francisco regular,regular,handwriting,0.11211721,7.772593,4
Arbutus Slab regular,regular,serif,-3.2095134,-0.30305958,3
Voltaire regular,regular,sans-serif,-2.7257414,7.3689117,1
Cambay regular,regular,sans-serif,-3.7866344,10.413006,0
Cambay italic,italic,sans-serif,2.5990179,9.288797,2
Cambay 700,700,sans-serif,-4.393068,8.164584,5
Cambay 700italic,700italic,sans-serif,3.1151583,8.971078,1
Jockey One regular,regular,sans-serif,-2.8025267,6.7786527,1
Revalia regular,regular,display,-0.7582762,9.435399,5
Merienda regular,regular,handwriting,-0.08716363,7.552763,2
Merienda 700,700,handwriting,-0.108933926,7.373622,2
Fira Sans Condensed 100,100,sans-serif,-0.4080693,11.938012,0
Fira Sans Condensed 100italic,100italic,sans-serif,1.2998743,10.335185,0
Fira Sans Condensed 200,200,sans-serif,-1.6322868,10.976301,0
Fira Sans Condensed 200italic,200italic,sans-serif,1.622865,9.956069,0
Fira Sans Condensed 300,300,sans-serif,-2.1413662,10.309431,0
Fira Sans Condensed 300italic,300italic,sans-serif,2.0099595,9.791103,0
Fira Sans Condensed regular,regular,sans-serif,-2.866551,8.161459,5
Fira Sans Condensed italic,italic,sans-serif,2.8851128,9.753195,1
Fira Sans Condensed 500,500,sans-serif,-3.0903952,7.311852,1
Fira Sans Condensed 500italic,500italic,sans-serif,3.9312546,10.00621,1
Fira Sans Condensed 600,600,sans-serif,-3.066964,7.0966444,1
Fira Sans Condensed 600italic,600italic,sans-serif,4.0132627,10.017415,1
Fira Sans Condensed 700,700,sans-serif,-3.1054094,6.9284496,1
Fira Sans Condensed 700italic,700italic,sans-serif,4.1519017,10.073579,1
Fira Sans Condensed 800,800,sans-serif,-3.3092806,6.7649612,1
Fira Sans Condensed 800italic,800italic,sans-serif,4.262055,10.112414,1
Fira Sans Condensed 900,900,sans-serif,-3.3999465,6.7405457,1
Fira Sans Condensed 900italic,900italic,sans-serif,4.303009,10.156096,1
Hind Guntur 300,300,sans-serif,-2.4484518,11.434654,0
Hind Guntur regular,regular,sans-serif,-4.212059,10.99747,0
Hind Guntur 500,500,sans-serif,-5.3449793,9.48785,5
Hind Guntur 600,600,sans-serif,-7.52278,9.577445,5
Hind Guntur 700,700,sans-serif,9.271254,11.203469,5
Goudy Bookletter 1911 regular,regular,serif,-2.187036,-0.30968484,3
Andika regular,regular,sans-serif,-3.973616,10.121965,5
Slabo 13px regular,regular,serif,-2.4908197,-0.35240644,3
Cutive regular,regular,serif,-2.6156933,0.38617563,3
Rammetto One regular,regular,display,-5.1559067,6.702223,5
Radley regular,regular,serif,-3.0333512,-0.38745898,3
Radley italic,italic,serif,-0.66289735,3.9075758,2
Quantico regular,regular,sans-serif,-4.1783557,9.170437,5
Quantico italic,italic,sans-serif,3.0485046,9.040705,2
Quantico 700,700,sans-serif,-4.525704,7.5056715,5
Quantico 700italic,700italic,sans-serif,3.2865202,8.932993,1
Walter Turncoat regular,regular,handwriting,-0.6215535,8.227938,4
Mr Dafoe regular,regular,handwriting,0.7035615,6.397442,4
Six Caps regular,regular,sans-serif,-1.8031676,7.147096,4
Arsenal regular,regular,sans-serif,-2.8826568,9.405001,0
Arsenal italic,italic,sans-serif,2.6264865,9.757453,2
Arsenal 700,700,sans-serif,-3.214598,7.695303,5
Arsenal 700italic,700italic,sans-serif,3.6821651,9.811646,1
Crafty Girls regular,regular,handwriting,-0.012468365,8.761272,4
Anonymous Pro regular,regular,monospace,5.8137054,7.895877,0
Anonymous Pro italic,italic,monospace,5.3978,8.268716,2
Anonymous Pro 700,700,monospace,6.2313447,8.104195,5
Anonymous Pro 700italic,700italic,monospace,5.3602133,8.372156,2
Alegreya SC regular,regular,serif,-5.082603,3.4396765,3
Alegreya SC italic,italic,serif,-5.005618,3.5497222,2
Alegreya SC 700,700,serif,-4.97397,3.7720737,3
Alegreya SC 700italic,700italic,serif,-4.912023,3.9653497,1
Alegreya SC 900,900,serif,-4.902735,3.8993433,3
Alegreya SC 900italic,900italic,serif,-4.918927,3.9989274,1
Fredericka the Great regular,regular,display,-3.7566853,0.36325285,3
Halant 300,300,serif,-1.8101044,-0.69992816,3
Halant regular,regular,serif,-1.9189543,-0.64858973,3
Halant 500,500,serif,-2.9699438,-0.40252656,3
Halant 600,600,serif,-3.8078504,-0.04942045,3
Halant 700,700,serif,-3.859897,0.27481988,3
Eczar regular,regular,serif,-2.9551847,-0.34674296,3
Eczar 500,500,serif,-3.8996394,-0.040587675,3
Eczar 600,600,serif,-4.0997505,0.34273213,3
Eczar 700,700,serif,-4.042067,0.52296907,3
Eczar 800,800,serif,-3.870869,0.8399544,5
Leckerli One regular,regular,handwriting,0.3681953,6.5790405,4
Puritan regular,regular,sans-serif,-2.9225924,9.550553,0
Puritan italic,italic,sans-serif,2.4400923,9.330479,5
Puritan 700,700,sans-serif,-3.4223523,8.090812,5
Puritan 700italic,700italic,sans-serif,3.2659385,9.535647,1
Schoolbell regular,regular,handwriting,-0.24698965,7.844438,2
Caveat Brush regular,regular,handwriting,-0.10781804,7.1644197,2
Chonburi regular,regular,display,-3.5670297,0.7024509,3
Annie Use Your Telescope regular,regular,handwriting,-1.4403335,9.983738,0
Italianno regular,regular,handwriting,1.0929838,6.4380174,4
Doppio One regular,regular,sans-serif,-4.4229174,8.371022,5
Cutive Mono regular,regular,monospace,5.7024927,7.778881,0
Coustard regular,regular,serif,-3.3004234,-0.17417917,3
Coustard 900,900,serif,-3.9127376,1.218297,3
Ovo regular,regular,serif,-2.2721765,-0.82681274,3
Cinzel Decorative regular,regular,display,-5.092475,3.49688,0
Cinzel Decorative 700,700,display,-5.183937,3.4942472,3
Cinzel Decorative 900,900,display,-5.116891,3.6100214,3
Fontdiner Swanky regular,regular,display,-3.3505251,-1.3246241,3
Lateef regular,regular,handwriting,-2.2660184,-0.28473562,3
Rosario regular,regular,sans-serif,-2.867371,9.271735,5
Rosario italic,italic,sans-serif,2.853116,9.759122,2
Rosario 700,700,sans-serif,-3.17628,7.7832522,5
Rosario 700italic,700italic,sans-serif,3.9546504,9.966717,1
Lekton regular,regular,sans-serif,5.7773886,7.866363,0
Lekton italic,italic,sans-serif,5.5671115,8.148751,0
Lekton 700,700,sans-serif,6.320974,8.185459,5
Metrophobic regular,regular,sans-serif,-3.4891315,10.603915,0
Port Lligat Slab regular,regular,serif,-3.179168,-0.6990489,3
Racing Sans One regular,regular,display,3.6418061,8.245139,1
Martel Sans 200,200,sans-serif,-1.4388818,11.412223,0
Martel Sans 300,300,sans-serif,-2.5645401,9.897925,0
Martel Sans regular,regular,sans-serif,-2.6519954,9.729207,0
Martel Sans 600,600,sans-serif,-3.1767664,8.843811,5
Martel Sans 700,700,sans-serif,-3.3840504,8.628101,5
Martel Sans 800,800,sans-serif,-3.743701,8.156615,5
Martel Sans 900,900,sans-serif,-3.832886,7.97662,5
Lilita One regular,regular,display,-4.292993,7.036067,5
Berkshire Swash regular,regular,handwriting,-0.70640993,7.259211,2
Kelly Slab regular,regular,display,-3.6303573,-0.28508085,3
Caudex regular,regular,serif,-2.4552355,-0.6315234,3
Caudex italic,italic,serif,-0.2735613,3.9172754,2
Caudex 700,700,serif,-3.0166476,-0.22239834,3
Caudex 700italic,700italic,serif,-0.2388149,3.9793131,2
Baloo regular,regular,display,-3.0961316,5.6026945,5
Oregano regular,regular,display,-0.12190089,7.600457,2
Oregano italic,italic,display,0.46900156,7.0174866,4
Karma 300,300,serif,-1.6874918,-0.2256323,0
Karma regular,regular,serif,-1.8182378,-0.2592549,0
Karma 500,500,serif,-2.1840227,-0.10541157,3
Karma 600,600,serif,-2.8601573,0.2961055,3
Karma 700,700,serif,-3.5975873,0.10612404,3
Gilda Display regular,regular,serif,-2.3805513,-1.3000381,3
Give You Glory regular,regular,handwriting,-0.09485299,8.611835,4
Gruppo regular,regular,display,-0.8127808,9.792117,0
Lalezar regular,regular,display,-4.516164,7.154457,5
Londrina Solid regular,regular,display,-3.0453856,6.9855437,1
Trirong 100,100,serif,-1.4264846,-0.84829354,0
Trirong 100italic,100italic,serif,0.22196466,3.0253937,2
Trirong 200,200,serif,-1.6255611,-0.8730215,0
Trirong 200italic,200italic,serif,-0.029554421,3.1325507,2
Trirong 300,300,serif,-1.8307298,-0.8244482,3
Trirong 300italic,300italic,serif,-0.194828,3.3456285,2
Trirong regular,regular,serif,-2.2444744,-0.7053244,3
Trirong italic,italic,serif,-0.35614675,3.537114,2
Trirong 500,500,serif,-2.738596,-0.6430626,3
Trirong 500italic,500italic,serif,-0.58239275,3.7634573,2
Trirong 600,600,serif,-3.0785038,0.0022436557,3
Trirong 600italic,600italic,serif,-0.6547956,3.9061923,2
Trirong 700,700,serif,-3.4522085,0.53983915,3
Trirong 700italic,700italic,serif,-0.67072576,3.922028,2
Trirong 800,800,serif,-3.492275,0.64077455,3
Trirong 800italic,800italic,serif,-0.77743673,4.023814,2
Trirong 900,900,serif,-3.544021,0.7511344,3
Trirong 900italic,900italic,serif,-0.77797306,4.055339,2
Zeyada regular,regular,handwriting,-0.20188531,8.468527,4
Anaheim regular,regular,sans-serif,-2.573519,9.892351,0
Belleza regular,regular,sans-serif,-2.9146976,9.342495,0
Palanquin 100,100,sans-serif,-1.808761,11.1373415,0
Palanquin 200,200,sans-serif,-1.8819814,11.104774,0
Palanquin 300,300,sans-serif,-2.0648944,11.028185,0
Palanquin regular,regular,sans-serif,-3.4989378,10.653661,0
Palanquin 500,500,sans-serif,-4.0588684,10.017495,5
Palanquin 600,600,sans-serif,-4.611661,8.390545,5
Palanquin 700,700,sans-serif,-4.561636,8.029201,5
Inder regular,regular,sans-serif,-4.0363526,10.050811,5
Space Mono regular,regular,monospace,5.9162607,7.8231926,0
Space Mono italic,italic,monospace,5.291654,8.281399,2
Space Mono 700,700,monospace,6.282163,8.158534,5
Space Mono 700italic,700italic,monospace,5.061038,8.362055,2
Cambo regular,regular,serif,-3.054656,-0.7611693,3
Happy Monkey regular,regular,display,-1.0977798,10.345238,0
Ranga regular,regular,display,3.3001657,10.280315,2
Ranga 700,700,display,3.3826253,10.265584,1
Slackey regular,regular,display,-4.450852,6.3064327,5
Tenor Sans regular,regular,sans-serif,-3.226036,10.666931,0
The Girl Next Door regular,regular,handwriting,-0.19415681,8.783955,0
Titan One regular,regular,display,-4.613894,6.3618875,5
Waiting for the Sunrise regular,regular,handwriting,-0.12901348,8.416184,4
Mouse Memoirs regular,regular,sans-serif,-1.9243358,7.0693827,1
Trocchi regular,regular,serif,-2.677272,0.29693124,3
Baumans regular,regular,display,-4.2926826,8.80399,5
Federo regular,regular,sans-serif,-3.3196733,9.460349,5
Pompiere regular,regular,display,-1.5339797,10.065606,0
Quando regular,regular,serif,-2.8589263,0.0058776205,3
Palanquin Dark regular,regular,sans-serif,-4.547954,7.9760017,5
Palanquin Dark 500,500,sans-serif,-4.6387353,7.712892,5
Palanquin Dark 600,600,sans-serif,-4.693933,7.280958,5
Palanquin Dark 700,700,sans-serif,-4.8634768,7.106538,5
Capriola regular,regular,sans-serif,-2.593764,9.242829,5
Brawler regular,regular,serif,-2.8885143,-0.54867536,3
Merienda One regular,regular,handwriting,-0.07509876,7.370021,2
Delius regular,regular,handwriting,-0.94549805,8.923735,0
Itim regular,regular,handwriting,-0.87333673,7.909884,2
Carrois Gothic SC regular,regular,sans-serif,-4.623242,4.461174,5
Mate regular,regular,serif,-2.337533,-1.2605497,3
Mate italic,italic,serif,0.30473062,3.5030186,2
Prosto One regular,regular,display,-4.8746686,8.219962,5
Knewave regular,regular,display,-1.0656129,6.751286,1
Kranky regular,regular,display,-1.713717,-0.016019842,3
Yeseva One regular,regular,display,-3.5409658,0.63855404,3
Chelsea Market regular,regular,display,-5.1704674,9.091243,5
Lemon regular,regular,display,-0.24020796,6.9878654,2
Herr Von Muellerhoff regular,regular,handwriting,1.2945117,6.4786634,4
Fira Sans Extra Condensed 100,100,sans-serif,-0.4470081,11.902524,0
Fira Sans Extra Condensed 100italic,100italic,sans-serif,1.3027859,10.334818,0
Fira Sans Extra Condensed 200,200,sans-serif,-1.9165356,10.387867,0
Fira Sans Extra Condensed 200italic,200italic,sans-serif,1.8693408,9.814344,0
Fira Sans Extra Condensed 300,300,sans-serif,-2.1068766,10.230834,0
Fira Sans Extra Condensed 300italic,300italic,sans-serif,2.1710742,9.776414,2
Fira Sans Extra Condensed regular,regular,sans-serif,-2.8447547,7.4374685,5
Fira Sans Extra Condensed italic,italic,sans-serif,3.8176925,10.16397,1
Fira Sans Extra Condensed 500,500,sans-serif,-2.9221287,6.9754415,1
Fira Sans Extra Condensed 500italic,500italic,sans-serif,4.1170807,10.219737,1
Fira Sans Extra Condensed 600,600,sans-serif,-2.9874196,6.8092985,1
Fira Sans Extra Condensed 600italic,600italic,sans-serif,4.234058,10.232724,1
Fira Sans Extra Condensed 700,700,sans-serif,-3.1006684,6.7398167,1
Fira Sans Extra Condensed 700italic,700italic,sans-serif,4.282628,10.233309,1
Fira Sans Extra Condensed 800,800,sans-serif,-3.231914,6.7229486,1
Fira Sans Extra Condensed 800italic,800italic,sans-serif,4.3316483,10.229627,1
Fira Sans Extra Condensed 900,900,sans-serif,-3.2711496,6.674286,1
Fira Sans Extra Condensed 900italic,900italic,sans-serif,4.331184,10.19515,1
Judson regular,regular,serif,-2.8397365,-0.6067197,3
Judson italic,italic,serif,-0.41938004,3.9165673,2
Judson 700,700,serif,-3.4885209,0.5896128,3
IM Fell English regular,regular,serif,-3.1999242,-1.4121994,3
IM Fell English italic,italic,serif,0.68408036,3.4095013,2
Allan regular,regular,display,3.2989237,10.255302,1
Allan 700,700,display,3.5126436,10.275738,1
Baloo Paaji regular,regular,display,-3.1294606,5.6015577,5
Andada regular,regular,serif,-3.0328763,-0.49382547,3
Short Stack regular,regular,handwriting,-0.66465706,9.259283,0
Mako regular,regular,sans-serif,-4.0206294,10.201057,5
Gravitas One regular,regular,display,-3.5992136,0.8395677,3
Duru Sans regular,regular,sans-serif,-2.7661355,10.131469,0
Reem Kufi regular,regular,sans-serif,-3.5505967,10.429603,0
Mr De Haviland regular,regular,handwriting,1.3273882,6.439203,4
Crushed regular,regular,display,-2.6310415,6.8598228,1
Alike regular,regular,serif,-2.8850057,-0.9831868,3
Taviraj 100,100,serif,-1.3985677,-0.84345484,3
Taviraj 100italic,100italic,serif,0.21209906,3.036181,2
Taviraj 200,200,serif,-1.6553915,-0.9293772,3
Taviraj 200italic,200italic,serif,0.041755,3.1175048,2
Taviraj 300,300,serif,-1.9787579,-0.84003663,3
Taviraj 300italic,300italic,serif,-0.1108944,3.335817,2
Taviraj regular,regular,serif,-2.5308337,-0.68664896,3
Taviraj italic,italic,serif,-0.27285928,3.4985719,2
Taviraj 500,500,serif,-2.885813,-0.26832965,3
Taviraj 500italic,500italic,serif,-0.48916522,3.7456925,2
Taviraj 600,600,serif,-3.4670212,0.4948324,3
Taviraj 600italic,600italic,serif,-0.6184928,3.8746758,2
Taviraj 700,700,serif,-3.5692728,0.83040196,3
Taviraj 700italic,700italic,serif,-0.6744258,3.9227915,2
Taviraj 800,800,serif,-3.5756326,0.86529666,3
Taviraj 800italic,800italic,serif,-0.7408308,3.921015,2
Taviraj 900,900,serif,-3.5193605,0.9826867,3
Taviraj 900italic,900italic,serif,-0.68673617,3.954947,2
Montez regular,regular,handwriting,0.4958089,6.970521,4
Abhaya Libre regular,regular,serif,-2.523257,-0.82109344,3
Abhaya Libre 500,500,serif,-2.9314632,-0.78374016,3
Abhaya Libre 600,600,serif,-3.375917,-0.6409589,3
Abhaya Libre 700,700,serif,-3.8846805,-0.5027931,3
Abhaya Libre 800,800,serif,-4.3314404,-0.3793769,3
Prociono regular,regular,serif,-3.0432806,-0.9606449,3
Poly regular,regular,serif,-3.0207214,-0.5671438,3
Poly italic,italic,serif,0.025339797,3.8608136,2
IM Fell English SC regular,regular,serif,-5.0089927,3.2589731,3
Strait regular,regular,sans-serif,-3.1463592,8.162435,5
Frijole regular,regular,display,-4.278393,5.6156316,2
IM Fell Double Pica regular,regular,serif,-2.8625555,-1.5735247,3
IM Fell Double Pica italic,italic,serif,0.72281086,3.3472521,2
Oxygen Mono regular,regular,monospace,5.9791493,7.9396114,5
Wire One regular,regular,sans-serif,-1.7449981,7.2886267,4
Biryani 200,200,sans-serif,-1.5850106,11.300716,0
Biryani 300,300,sans-serif,-2.708148,11.02787,0
Biryani regular,regular,sans-serif,-3.6890569,10.444416,0
Biryani 600,600,sans-serif,-3.922001,9.758509,5
Biryani 700,700,sans-serif,-4.5550227,8.425483,5
Biryani 800,800,sans-serif,-4.646789,7.8436584,5
Biryani 900,900,sans-serif,-4.7547903,7.4723983,5
Kurale regular,regular,serif,-1.1567252,7.965893,2
Oleo Script Swash Caps regular,regular,display,-0.14874963,6.58401,4
Oleo Script Swash Caps 700,700,display,-0.07314435,6.652944,4
Belgrano regular,regular,serif,-3.0528178,-0.18699026,3
Arizonia regular,regular,handwriting,1.0013529,6.346228,4
Just Me Again Down Here regular,regular,handwriting,0.26389924,7.626601,4
Bowlby One regular,regular,display,-5.0902295,6.5353484,5
Orienta regular,regular,sans-serif,-3.0047305,9.798983,0
Meddon regular,regular,handwriting,1.1849136,6.3513947,4
UnifrakturMaguntia regular,regular,display,-0.61918724,6.690569,4
Megrim regular,regular,display,-4.472475,4.373451,0
Unkempt regular,regular,display,-1.6089367,-0.037950173,0
Unkempt 700,700,display,-1.1041601,7.832497,2
Mountains of Christmas regular,regular,display,0.3758461,3.650966,2
Mountains of Christmas 700,700,display,0.33207375,3.821691,2
Macondo regular,regular,display,-0.56493384,8.08813,2
Chau Philomene One regular,regular,sans-serif,-2.6683526,7.0403695,1
Chau Philomene One italic,italic,sans-serif,3.846765,10.154057,1
Norican regular,regular,handwriting,0.5046623,6.5160623,4
Averia Sans Libre 300,300,display,-0.60918134,8.133011,5
Averia Sans Libre 300italic,300italic,display,-0.19830321,7.9569955,2
Averia Sans Libre regular,regular,display,-0.7048919,8.036667,5
Averia Sans Libre italic,italic,display,-0.018396534,7.817062,2
Averia Sans Libre 700,700,display,-1.0359516,7.7817135,5
Averia Sans Libre 700italic,700italic,display,0.20607905,7.736812,2
Averia Serif Libre 300,300,display,-3.1895669,0.20817323,3
Averia Serif Libre 300italic,300italic,display,0.21077609,3.65349,2
Averia Serif Libre regular,regular,display,-3.307044,0.2615135,3
Averia Serif Libre italic,italic,display,0.2441867,3.7627065,2
Averia Serif Libre 700,700,display,-3.5703495,0.37257576,3
Averia Serif Libre 700italic,700italic,display,0.04076051,3.9648337,2
Gafata regular,regular,sans-serif,-2.4660523,10.053989,0
Sansita regular,regular,sans-serif,-3.9080276,7.6212044,5
Sansita italic,italic,sans-serif,3.566528,9.260712,1
Sansita 700,700,sans-serif,-4.0517583,7.4687767,5
Sansita 700italic,700italic,sans-serif,3.629687,9.061206,1
Sansita 800,800,sans-serif,-4.32067,7.2614856,5
Sansita 800italic,800italic,sans-serif,3.7283432,8.879904,1
Sansita 900,900,sans-serif,-4.747821,6.8436785,5
Sansita 900italic,900italic,sans-serif,3.6640337,8.821397,1
Rationale regular,regular,sans-serif,-2.7563558,7.775464,5
Euphoria Script regular,regular,handwriting,0.95292383,6.5172114,4
Delius Unicase regular,regular,handwriting,-2.4196062,9.688521,0
Delius Unicase 700,700,handwriting,-1.2187593,8.274222,5
Bungee Inline regular,regular,display,-4.2599225,6.0324473,5
Miriam Libre regular,regular,sans-serif,-2.7245855,9.733697,0
Miriam Libre 700,700,sans-serif,-3.3740418,8.560421,5
Headland One regular,regular,serif,-3.0873983,-0.3415867,3
Nova Square regular,regular,display,-4.060487,9.544744,5
Gabriela regular,regular,serif,-1.1443022,7.8851113,2
Bentham regular,regular,serif,-2.617469,-1.4920237,3
Unna regular,regular,serif,-2.8695984,-1.0200977,3
Unna italic,italic,serif,0.088693514,3.7164257,2
Unna 700,700,serif,-4.419163,-0.28384256,3
Unna 700italic,700italic,serif,0.0058944067,4.010862,2
Cormorant 300,300,serif,-2.0040402,-1.6974425,3
Cormorant 300italic,300italic,serif,0.4616467,2.9392583,2
Cormorant regular,regular,serif,-2.051725,-1.7362862,3
Cormorant italic,italic,serif,0.51959866,2.9680245,2
Cormorant 500,500,serif,-2.1641638,-1.8573599,3
Cormorant 500italic,500italic,serif,0.6213446,3.1418664,2
Cormorant 600,600,serif,-2.2422798,-2.0054846,3
Cormorant 600italic,600italic,serif,0.66700715,3.1432827,2
Cormorant 700,700,serif,-2.2869408,-1.9862549,3
Cormorant 700italic,700italic,serif,0.6746893,3.2115335,2
Poller One regular,regular,display,-5.0304046,6.568016,5
La Belle Aurore regular,regular,handwriting,0.99614847,6.3551598,4
Bowlby One SC regular,regular,display,-4.6370873,5.5109186,5
Holtwood One SC regular,regular,serif,-4.783156,4.906853,1
Mallanna regular,regular,sans-serif,-0.99623525,9.026643,0
Sofia regular,regular,handwriting,0.15041584,6.7461853,2
Aladin regular,regular,handwriting,-1.2280447,6.751032,2
Loved by the King regular,regular,handwriting,0.25103223,7.6702476,4
Lily Script One regular,regular,display,-0.08946833,6.810423,2
Skranji regular,regular,display,-2.8614151,7.1096306,1
Skranji 700,700,display,-3.316413,7.118306,1
Pridi 200,200,serif,-1.6907346,-0.13801186,0
Pridi 300,300,serif,-2.3451958,0.14024097,3
Pridi regular,regular,serif,-3.5785797,0.25742915,3
Pridi 500,500,serif,-4.163878,0.4515947,3
Pridi 600,600,serif,-4.3242426,0.5723736,3
Pridi 700,700,serif,-4.357785,0.6541735,3
Qwigley regular,regular,handwriting,1.131125,6.600945,4
Kristi regular,regular,handwriting,0.7873449,7.088644,4
Scheherazade regular,regular,serif,-2.2786164,-0.21127833,3
Scheherazade 700,700,serif,-3.7468836,0.51915884,3
Vast Shadow regular,regular,display,-4.2710814,5.563431,3
Fira Mono regular,regular,monospace,5.945042,7.929925,0
Fira Mono 500,500,monospace,6.2393575,8.098766,5
Fira Mono 700,700,monospace,6.2776413,8.142263,5
Bilbo Swash Caps regular,regular,handwriting,1.0403048,6.370291,4
Yrsa 300,300,serif,-2.118259,-0.6552697,3
Yrsa regular,regular,serif,-2.9281127,-0.35044482,3
Yrsa 500,500,serif,-3.9974508,0.112989925,3
Yrsa 600,600,serif,-4.334979,0.18153694,3
Yrsa 700,700,serif,-4.5185127,0.31025302,3
Expletus Sans regular,regular,display,-4.055979,9.993272,5
Expletus Sans italic,italic,display,2.8069708,9.2576475,2
Expletus Sans 500,500,display,-4.1012077,9.798921,5
Expletus Sans 500italic,500italic,display,3.0363934,9.273909,2
Expletus Sans 600,600,display,-4.344988,8.397289,5
Expletus Sans 600italic,600italic,display,3.1399083,9.238803,1
Expletus Sans 700,700,display,-4.220294,8.105043,5
Expletus Sans 700italic,700italic,display,3.299167,9.330306,1
Voces regular,regular,display,-4.060955,10.024193,5
Metamorphous regular,regular,display,-2.3518217,0.013685347,0
Corben regular,regular,display,-2.708864,0.123543605,3
Corben 700,700,display,-4.2466846,5.6197805,5
Shojumaru regular,regular,display,-4.4713993,5.7132497,5
Sniglet regular,regular,display,-0.7400104,8.459009,5
Sniglet 800,800,display,-3.6644766,5.9089293,4
Cherry Swash regular,regular,display,-2.8849254,0.5892326,3
Cherry Swash 700,700,display,-3.2227068,0.93813515,1
